Année,Secteurs géographiques,Numéro du quartier,Nom du quartier,Nombre de pièces principales,Epoque de construction,Type de location,Loyers de référence,Loyers de référence majorés,Loyers de référence minorés,Ville,Numéro INSEE du quartier
2023,14,76,Combat,1,Apres 1990,meublé,28.9,34.7,20.2,PARIS,7511976
2022,10,55,Petit-Montrouge,2,1971-1990,non meublé,23.1,27.72,16.17,PARIS,7511455
2025,11,40,Hôpital-Saint-Louis,4,1971-1990,meublé,23.6,28.3,16.5,PARIS,7511040
2022,2,4,Place-Vendôme,2,1946-1970,meublé,30.4,36.48,21.28,PARIS,7510104
2022,10,55,Petit-Montrouge,2,Avant 1946,non meublé,25.3,30.36,17.71,PARIS,7511455
2024,10,44,Sainte-Marguerite,2,1946-1970,meublé,26.6,31.9,18.6,PARIS,7511144
2023,13,50,Gare,2,1946-1970,meublé,22.4,26.9,15.7,PARIS,7511350
2024,4,17,Saint-Victor,1,Apres 1990,meublé,33.7,40.4,23.6,PARIS,7510517
2020,2,31,Madeleine,1,Avant 1946,non meublé,32.7,39.24,22.89,PARIS,7510831
2022,14,79,Père-Lachaise,3,Apres 1990,meublé,23.3,27.96,16.31,PARIS,7512079
2020,13,72,La Chapelle,1,Avant 1946,non meublé,26.0,31.2,18.2,PARIS,7511872
2019,9,70,Clignancourt,4,1971-1990,meublé,21.4,25.7,15.0,PARIS,7511870
2023,4,9,Arts-et-Metiers,1,1946-1970,non meublé,31.3,37.6,21.9,PARIS,7510309
2021,4,7,Mail,1,Apres 1990,meublé,31.7,38.04,22.19,PARIS,7510207
2021,13,80,Charonne,3,1946-1970,non meublé,16.8,20.16,11.76,PARIS,7512080
2024,2,30,Faubourg-du-Roule,2,Avant 1946,meublé,33.9,40.7,23.7,PARIS,7510830
2020,5,38,Porte-Saint-Denis,3,Avant 1946,non meublé,22.8,27.36,15.96,PARIS,7511038
2025,11,71,Goutte-d'Or,4,1971-1990,non meublé,20.7,24.8,14.5,PARIS,7511871
2020,13,75,Amérique,2,1971-1990,meublé,20.2,24.24,14.14,PARIS,7511975
2025,11,54,Parc-de-Montsouris,3,1971-1990,meublé,23.3,28.0,16.3,PARIS,7511454
2019,2,15,Arsenal,2,1971-1990,meublé,28.4,34.1,19.9,PARIS,7510415
2023,5,38,Porte-Saint-Denis,4,Avant 1946,non meublé,20.8,25.0,14.6,PARIS,7511038
2022,4,8,Bonne-Nouvelle,4,1971-1990,meublé,26.1,31.32,18.27,PARIS,7510208
2020,5,37,Saint-Vincent-de-Paul,2,Avant 1946,non meublé,24.7,29.64,17.29,PARIS,7511037
2025,2,21,Monnaie,2,Avant 1946,non meublé,30.7,36.8,21.5,PARIS,7510621
2022,2,16,Notre-Dame,2,1946-1970,meublé,30.4,36.48,21.28,PARIS,7510416
2019,11,71,Goutte-d'Or,1,1971-1990,meublé,27.6,33.1,19.3,PARIS,7511871
2020,11,71,Goutte-d'Or,1,Apres 1990,meublé,27.2,32.64,19.04,PARIS,7511871
2019,6,58,Necker,2,Apres 1990,non meublé,24.9,29.9,17.4,PARIS,7511558
2023,9,46,Picpus,3,Avant 1946,non meublé,22.4,26.9,15.7,PARIS,7511246
2022,9,46,Picpus,2,1946-1970,meublé,23.4,28.08,16.38,PARIS,7511246
2021,7,60,Javel 15Art,2,1946-1970,meublé,26.2,31.44,18.34,PARIS,7511560
2023,13,72,La Chapelle,4,1946-1970,non meublé,15.0,18.0,10.5,PARIS,7511872
2020,2,24,Saint-Germain-des-Prés,1,Avant 1946,meublé,37.0,44.4,25.9,PARIS,7510624
2025,2,1,St-Germain-l'Auxerrois,4,Apres 1990,meublé,31.5,37.8,22.1,PARIS,7510101
2020,2,22,Odeon,1,Apres 1990,non meublé,32.1,38.52,22.47,PARIS,7510622
2025,1,27,Ecole-Militaire,4,1946-1970,meublé,30.8,37.0,21.6,PARIS,7510727
2025,8,57,Saint-Lambert,2,Avant 1946,meublé,28.4,34.1,19.9,PARIS,7511557
2025,4,20,Sorbonne,1,1971-1990,non meublé,32.1,38.5,22.5,PARIS,7510520
2019,13,78,Saint-Fargeau,1,1946-1970,non meublé,22.3,26.8,15.6,PARIS,7512078
2024,2,22,Odeon,1,Avant 1946,non meublé,34.0,40.8,23.8,PARIS,7510622
2024,4,7,Mail,3,1971-1990,non meublé,25.7,30.8,18.0,PARIS,7510207
2024,13,75,Amérique,3,1971-1990,non meublé,17.8,21.4,12.5,PARIS,7511975
2021,1,25,Saint-Thomas-d'Aquin,2,Avant 1946,non meublé,28.7,34.44,20.09,PARIS,7510725
2023,9,46,Picpus,4,1946-1970,non meublé,17.2,20.6,12.0,PARIS,7511246
2024,12,51,Maison-Blanche,4,1946-1970,meublé,21.7,26.0,15.2,PARIS,7511351
2019,14,76,Combat,2,1946-1970,meublé,22.8,27.4,16.0,PARIS,7511976
2021,2,21,Monnaie,4,Avant 1946,meublé,29.0,34.8,20.3,PARIS,7510621
2020,2,13,Saint-Merri,2,1946-1970,non meublé,26.7,32.04,18.69,PARIS,7510413
2020,1,26,Invalides,1,Avant 1946,meublé,35.8,42.96,25.06,PARIS,7510726
2024,9,46,Picpus,2,1971-1990,non meublé,24.3,29.2,17.0,PARIS,7511246
2022,5,52,Croulebarbe,3,Apres 1990,non meublé,23.8,28.56,16.66,PARIS,7511352
2025,8,57,Saint-Lambert,3,1946-1970,non meublé,20.0,24.0,14.0,PARIS,7511557
2024,2,16,Notre-Dame,2,Avant 1946,non meublé,29.7,35.6,20.8,PARIS,7510416
2023,10,44,Sainte-Marguerite,4,1946-1970,non meublé,21.0,25.2,14.7,PARIS,7511144
2024,2,15,Arsenal,2,1946-1970,meublé,31.5,37.8,22.1,PARIS,7510415
2020,4,17,Saint-Victor,3,1946-1970,non meublé,21.5,25.8,15.05,PARIS,7510517
2025,5,36,Rochechouart,3,Avant 1946,non meublé,24.6,29.5,17.2,PARIS,7510936
2019,5,37,Saint-Vincent-de-Paul,1,Avant 1946,meublé,32.5,39.0,22.8,PARIS,7511037
2019,11,41,Folie-Méricourt,1,Avant 1946,non meublé,27.7,33.2,19.4,PARIS,7511141
2023,4,7,Mail,1,1971-1990,meublé,34.8,41.8,24.4,PARIS,7510207
2019,9,46,Picpus,1,Apres 1990,meublé,26.3,31.6,18.4,PARIS,7511246
2024,6,66,Plaine de Monceaux,2,Apres 1990,non meublé,24.7,29.6,17.3,PARIS,7511766
2022,13,78,Saint-Fargeau,1,1946-1970,non meublé,24.4,29.28,17.08,PARIS,7512078
2019,11,43,Roquette,1,Apres 1990,meublé,26.4,31.7,18.5,PARIS,7511143
2023,2,13,Saint-Merri,2,1971-1990,non meublé,27.4,32.9,19.2,PARIS,7510413
2024,11,54,Parc-de-Montsouris,2,1946-1970,non meublé,24.6,29.5,17.2,PARIS,7511454
2025,13,74,Pont-de-Flandre,4,1946-1970,non meublé,16.7,20.0,11.7,PARIS,7511974
2020,11,77,Belleville,2,1971-1990,meublé,25.9,31.08,18.13,PARIS,7512077
2021,10,42,Saint-Ambroise,3,Avant 1946,meublé,26.8,32.16,18.76,PARIS,7511142
2020,7,60,Javel 15Art,1,Avant 1946,meublé,31.3,37.56,21.91,PARIS,7511560
2019,2,13,Saint-Merri,2,1946-1970,meublé,30.1,36.1,21.1,PARIS,7510413
2025,10,49,Salpêtrière,2,1971-1990,meublé,28.3,34.0,19.8,PARIS,7511349
2023,14,76,Combat,4,1946-1970,non meublé,18.6,22.3,13.0,PARIS,7511976
2022,3,32,Europe,3,1946-1970,non meublé,26.3,31.56,18.41,PARIS,7510832
2020,7,60,Javel 15Art,3,Avant 1946,meublé,25.9,31.08,18.13,PARIS,7511560
2020,10,42,Saint-Ambroise,2,1971-1990,meublé,25.2,30.24,17.64,PARIS,7511142
2023,4,6,Vivienne,3,1946-1970,non meublé,22.5,27.0,15.8,PARIS,7510206
2020,4,10,Enfants-Rouges,1,1946-1970,meublé,33.7,40.44,23.59,PARIS,7510310
2025,10,67,Batignolles,2,1946-1970,meublé,27.5,33.0,19.3,PARIS,7511767
2024,11,41,Folie-Méricourt,4,Avant 1946,meublé,25.4,30.5,17.8,PARIS,7511141
2024,5,33,Saint-Georges,3,Apres 1990,meublé,27.9,33.5,19.5,PARIS,7510933
2023,3,32,Europe,2,Apres 1990,meublé,32.2,38.6,22.5,PARIS,7510832
2020,2,31,Madeleine,4,Avant 1946,non meublé,25.6,30.72,17.92,PARIS,7510831
2023,13,75,Amérique,2,1946-1970,non meublé,19.8,23.8,13.9,PARIS,7511975
2019,4,17,Saint-Victor,1,Apres 1990,non meublé,28.5,34.2,20.0,PARIS,7510517
2022,2,16,Notre-Dame,3,1946-1970,non meublé,22.2,26.64,15.54,PARIS,7510416
2021,1,26,Invalides,3,1971-1990,non meublé,27.2,32.64,19.04,PARIS,7510726
2025,10,67,Batignolles,1,1971-1990,meublé,32.8,39.4,23.0,PARIS,7511767
2020,11,40,Hôpital-Saint-Louis,3,Apres 1990,meublé,23.6,28.32,16.52,PARIS,7511040
2025,9,69,Grandes-Carrières,4,Avant 1946,non meublé,23.5,28.2,16.5,PARIS,7511869
2023,10,42,Saint-Ambroise,3,Apres 1990,meublé,24.6,29.5,17.2,PARIS,7511142
2024,2,31,Madeleine,3,Apres 1990,non meublé,26.0,31.2,18.2,PARIS,7510831
2019,7,59,Grenelle,3,Apres 1990,meublé,27.2,32.6,19.0,PARIS,7511559
2022,4,17,Saint-Victor,2,Apres 1990,non meublé,23.5,28.2,16.45,PARIS,7510517
2020,5,33,Saint-Georges,1,Apres 1990,non meublé,27.9,33.48,19.53,PARIS,7510933
2022,5,2,Halles,2,1971-1990,non meublé,22.8,27.36,15.96,PARIS,7510102
2025,4,8,Bonne-Nouvelle,2,Apres 1990,non meublé,24.9,29.9,17.4,PARIS,7510208
2023,14,76,Combat,3,1946-1970,meublé,22.4,26.9,15.7,PARIS,7511976
2020,11,43,Roquette,1,Apres 1990,non meublé,24.1,28.92,16.87,PARIS,7511143
2019,5,36,Rochechouart,2,Apres 1990,meublé,27.7,33.2,19.4,PARIS,7510936
2024,4,7,Mail,4,Avant 1946,non meublé,26.4,31.7,18.5,PARIS,7510207
2019,9,70,Clignancourt,2,Avant 1946,non meublé,22.9,27.5,16.0,PARIS,7511870
2020,14,47,Bercy,3,1946-1970,meublé,21.4,25.68,14.98,PARIS,7511247
2021,2,4,Place-Vendôme,2,1971-1990,non meublé,26.0,31.2,18.2,PARIS,7510104
2022,10,49,Salpêtrière,4,Avant 1946,non meublé,21.7,26.04,15.19,PARIS,7511349
2019,4,12,Sainte-Avoie,4,Apres 1990,non meublé,24.3,29.2,17.0,PARIS,7510312
2023,10,42,Saint-Ambroise,1,Apres 1990,meublé,32.8,39.4,23.0,PARIS,7511142
2023,3,62,Muette,1,Apres 1990,meublé,33.2,39.8,23.2,PARIS,7511662
2021,13,80,Charonne,3,Avant 1946,meublé,23.2,27.84,16.24,PARIS,7512080
2021,14,76,Combat,4,Apres 1990,meublé,24.0,28.8,16.8,PARIS,7511976
2022,8,57,Saint-Lambert,2,1971-1990,non meublé,23.2,27.84,16.24,PARIS,7511557
2025,2,22,Odeon,1,1946-1970,meublé,38.6,46.3,27.0,PARIS,7510622
2023,4,8,Bonne-Nouvelle,2,1946-1970,non meublé,23.6,28.3,16.5,PARIS,7510208
2020,4,6,Vivienne,3,1971-1990,meublé,27.2,32.64,19.04,PARIS,7510206
2021,1,25,Saint-Thomas-d'Aquin,1,Apres 1990,meublé,39.2,47.04,27.44,PARIS,7510725
2020,2,4,Place-Vendôme,2,1971-1990,non meublé,25.3,30.36,17.71,PARIS,7510104
2024,11,40,Hôpital-Saint-Louis,4,1946-1970,non meublé,22.8,27.4,16.0,PARIS,7511040
2020,2,29,Champs-Elysées,2,1971-1990,non meublé,25.3,30.36,17.71,PARIS,7510829
2021,3,62,Muette,4,1971-1990,non meublé,24.9,29.88,17.43,PARIS,7511662
2019,4,17,Saint-Victor,4,Apres 1990,meublé,27.5,33.0,19.3,PARIS,7510517
2023,2,3,Palais-Royal,3,Avant 1946,non meublé,27.9,33.5,19.5,PARIS,7510103
2025,2,24,Saint-Germain-des-Prés,3,Apres 1990,meublé,30.4,36.5,21.3,PARIS,7510624
2020,10,18,Jardin-des-Plantes,1,1946-1970,meublé,27.6,33.12,19.32,PARIS,7510518
2025,5,33,Saint-Georges,1,Avant 1946,non meublé,32.3,38.8,22.6,PARIS,7510933
2024,5,35,Faubourg-Montmartre,3,1971-1990,meublé,25.8,31.0,18.1,PARIS,7510935
2021,4,11,Archives,4,Apres 1990,meublé,28.2,33.84,19.74,PARIS,7510311
2021,5,36,Rochechouart,3,1946-1970,meublé,22.5,27.0,15.75,PARIS,7510936
2025,11,41,Folie-Méricourt,3,1971-1990,meublé,23.3,28.0,16.3,PARIS,7511141
2024,13,80,Charonne,3,Avant 1946,meublé,24.1,28.9,16.9,PARIS,7512080
2019,2,4,Place-Vendôme,1,1946-1970,meublé,35.9,43.1,25.1,PARIS,7510104
2023,4,12,Sainte-Avoie,3,Avant 1946,meublé,29.2,35.0,20.4,PARIS,7510312
2020,10,67,Batignolles,2,Avant 1946,meublé,27.8,33.36,19.46,PARIS,7511767
2022,14,47,Bercy,3,1971-1990,non meublé,19.5,23.4,13.65,PARIS,7511247
2024,13,78,Saint-Fargeau,4,Avant 1946,meublé,23.4,28.1,16.4,PARIS,7512078
2020,4,8,Bonne-Nouvelle,1,1946-1970,meublé,33.7,40.44,23.59,PARIS,7510208
2023,2,21,Monnaie,2,Avant 1946,non meublé,29.2,35.0,20.4,PARIS,7510621
2023,2,29,Champs-Elysées,2,Avant 1946,meublé,33.0,39.6,23.1,PARIS,7510829
2022,2,22,Odeon,1,Avant 1946,non meublé,33.4,40.08,23.38,PARIS,7510622
2025,4,20,Sorbonne,4,Avant 1946,meublé,31.1,37.3,21.8,PARIS,7510520
2019,9,70,Clignancourt,1,1971-1990,meublé,26.9,32.3,18.8,PARIS,7511870
2025,7,61,Auteuil,1,1971-1990,non meublé,28.9,34.7,20.2,PARIS,7511661
2024,13,73,Villette,1,Apres 1990,meublé,27.2,32.6,19.0,PARIS,7511973
2024,13,72,La Chapelle,3,1946-1970,non meublé,17.6,21.1,12.3,PARIS,7511872
2025,11,41,Folie-Méricourt,4,1946-1970,non meublé,23.5,28.2,16.5,PARIS,7511141
2024,3,63,Porte-Dauphine,4,Avant 1946,meublé,28.7,34.4,20.1,PARIS,7511663
2019,1,28,Gros-Caillou,1,Apres 1990,meublé,39.3,47.2,27.5,PARIS,7510728
2020,2,5,Gaillon,3,Avant 1946,meublé,30.7,36.84,21.49,PARIS,7510205
2023,5,38,Porte-Saint-Denis,2,Apres 1990,meublé,30.2,36.2,21.1,PARIS,7511038
2025,4,14,Saint-Gervais,1,Apres 1990,meublé,34.9,41.9,24.4,PARIS,7510414
2023,1,26,Invalides,4,1971-1990,meublé,28.3,34.0,19.8,PARIS,7510726
2019,2,24,Saint-Germain-des-Prés,3,Apres 1990,meublé,27.8,33.4,19.5,PARIS,7510624
2025,2,13,Saint-Merri,3,Apres 1990,non meublé,26.7,32.0,18.7,PARIS,7510413
2023,2,15,Arsenal,2,1971-1990,non meublé,27.4,32.9,19.2,PARIS,7510415
2020,13,73,Villette,2,1971-1990,meublé,20.2,24.24,14.14,PARIS,7511973
2022,8,57,Saint-Lambert,4,1946-1970,non meublé,21.3,25.56,14.91,PARIS,7511557
2025,2,29,Champs-Elysées,2,1971-1990,meublé,33.4,40.1,23.4,PARIS,7510829
2022,9,46,Picpus,2,1946-1970,non meublé,20.8,24.96,14.56,PARIS,7511246
2023,12,56,Plaisance,3,1971-1990,non meublé,20.8,25.0,14.6,PARIS,7511456
2021,5,36,Rochechouart,4,Apres 1990,non meublé,21.6,25.92,15.12,PARIS,7510936
2023,4,19,Val-de-Grace,2,Avant 1946,non meublé,28.7,34.4,20.1,PARIS,7510519
2019,11,43,Roquette,3,Avant 1946,non meublé,22.6,27.1,15.8,PARIS,7511143
2020,5,2,Halles,2,1946-1970,meublé,26.8,32.16,18.76,PARIS,7510102
2025,11,43,Roquette,1,1971-1990,meublé,31.7,38.0,22.2,PARIS,7511143
2019,13,73,Villette,1,Avant 1946,non meublé,25.7,30.8,18.0,PARIS,7511973
2019,3,32,Europe,3,Apres 1990,meublé,26.4,31.7,18.5,PARIS,7510832
2021,12,56,Plaisance,3,1971-1990,non meublé,20.4,24.48,14.28,PARIS,7511456
2021,2,15,Arsenal,2,Apres 1990,non meublé,27.1,32.52,18.97,PARIS,7510415
2021,9,70,Clignancourt,4,Apres 1990,meublé,22.8,27.36,15.96,PARIS,7511870
2019,4,9,Arts-et-Metiers,4,1946-1970,meublé,25.8,31.0,18.1,PARIS,7510309
2020,5,38,Porte-Saint-Denis,4,1946-1970,meublé,24.3,29.16,17.01,PARIS,7511038
2020,11,48,Quinze-Vingts,4,Apres 1990,non meublé,19.4,23.28,13.58,PARIS,7511248
2022,4,17,Saint-Victor,3,1946-1970,meublé,25.1,30.12,17.57,PARIS,7510517
2020,3,32,Europe,3,Avant 1946,meublé,27.3,32.76,19.11,PARIS,7510832
2025,14,47,Bercy,3,Avant 1946,meublé,25.4,30.5,17.8,PARIS,7511247
2019,11,54,Parc-de-Montsouris,3,1971-1990,meublé,21.9,26.3,15.3,PARIS,7511454
2023,11,43,Roquette,1,1971-1990,non meublé,26.6,31.9,18.6,PARIS,7511143
2025,1,25,Saint-Thomas-d'Aquin,1,Avant 1946,non meublé,34.4,41.3,24.1,PARIS,7510725
2019,1,28,Gros-Caillou,3,Avant 1946,meublé,29.5,35.4,20.7,PARIS,7510728
2023,5,53,Montparnasse,4,Apres 1990,meublé,24.2,29.0,16.9,PARIS,7511453
2023,14,47,Bercy,3,1971-1990,meublé,22.1,26.5,15.5,PARIS,7511247
2019,9,69,Grandes-Carrières,3,Apres 1990,non meublé,22.4,26.9,15.7,PARIS,7511869
2024,4,6,Vivienne,4,1946-1970,non meublé,24.1,28.9,16.9,PARIS,7510206
2021,4,12,Sainte-Avoie,3,1946-1970,non meublé,21.9,26.28,15.33,PARIS,7510312
2021,1,23,Notre-Dame-des-Champs,4,1946-1970,non meublé,24.6,29.52,17.22,PARIS,7510623
2025,10,42,Saint-Ambroise,4,1971-1990,non meublé,23.6,28.3,16.5,PARIS,7511142
2022,5,37,Saint-Vincent-de-Paul,2,Avant 1946,meublé,29.0,34.8,20.3,PARIS,7511037
2024,13,73,Villette,4,1946-1970,non meublé,15.9,19.1,11.1,PARIS,7511973
2023,2,5,Gaillon,3,1946-1970,meublé,25.3,30.4,17.7,PARIS,7510205
2019,4,10,Enfants-Rouges,2,1946-1970,non meublé,22.6,27.1,15.8,PARIS,7510310
2022,4,19,Val-de-Grace,1,1946-1970,non meublé,31.0,37.2,21.7,PARIS,7510519
2024,1,27,Ecole-Militaire,3,1946-1970,meublé,31.7,38.0,22.2,PARIS,7510727
2025,5,38,Porte-Saint-Denis,4,1971-1990,non meublé,21.7,26.0,15.2,PARIS,7511038
2025,7,60,Javel 15Art,3,1946-1970,non meublé,22.7,27.2,15.9,PARIS,7511560
2020,5,2,Halles,4,1946-1970,meublé,24.3,29.16,17.01,PARIS,7510102
2019,9,70,Clignancourt,3,Apres 1990,meublé,25.3,30.4,17.7,PARIS,7511870
2021,11,43,Roquette,3,Avant 1946,non meublé,23.3,27.96,16.31,PARIS,7511143
2025,4,10,Enfants-Rouges,3,1946-1970,meublé,26.8,32.2,18.8,PARIS,7510310
2019,2,1,St-Germain-l'Auxerrois,4,Apres 1990,non meublé,26.4,31.7,18.5,PARIS,7510101
2021,13,75,Amérique,2,Apres 1990,non meublé,21.2,25.44,14.84,PARIS,7511975
2019,7,61,Auteuil,4,Avant 1946,meublé,25.3,30.4,17.7,PARIS,7511661
2023,6,66,Plaine de Monceaux,3,Apres 1990,non meublé,24.1,28.9,16.9,PARIS,7511766
2021,2,5,Gaillon,1,Avant 1946,non meublé,33.1,39.72,23.17,PARIS,7510205
2022,11,77,Belleville,1,Avant 1946,non meublé,28.8,34.56,20.16,PARIS,7512077
2019,4,20,Sorbonne,1,Avant 1946,non meublé,30.6,36.7,21.4,PARIS,7510520
2019,13,72,La Chapelle,1,1971-1990,non meublé,21.0,25.2,14.7,PARIS,7511872
2022,2,31,Madeleine,2,Apres 1990,non meublé,27.1,32.52,18.97,PARIS,7510831
2020,13,75,Amérique,4,Apres 1990,meublé,18.5,22.2,12.95,PARIS,7511975
2021,3,63,Porte-Dauphine,1,Apres 1990,non meublé,28.9,34.68,20.23,PARIS,7511663
2025,8,57,Saint-Lambert,2,1946-1970,non meublé,24.2,29.0,16.9,PARIS,7511557
2023,9,69,Grandes-Carrières,2,1971-1990,non meublé,23.5,28.2,16.5,PARIS,7511869
2024,9,70,Clignancourt,4,Apres 1990,non meublé,22.1,26.5,15.5,PARIS,7511870
2020,1,27,Ecole-Militaire,2,Avant 1946,meublé,32.0,38.4,22.4,PARIS,7510727
2023,11,54,Parc-de-Montsouris,2,Apres 1990,meublé,25.2,30.2,17.6,PARIS,7511454
2024,2,21,Monnaie,1,Apres 1990,meublé,35.0,42.0,24.5,PARIS,7510621
2022,13,73,Villette,4,1946-1970,non meublé,14.3,17.16,10.01,PARIS,7511973
2019,1,23,Notre-Dame-des-Champs,2,Apres 1990,non meublé,29.1,34.9,20.4,PARIS,7510623
2023,10,55,Petit-Montrouge,3,Apres 1990,non meublé,21.8,26.2,15.3,PARIS,7511455
2020,4,19,Val-de-Grace,1,Apres 1990,meublé,32.1,38.52,22.47,PARIS,7510519
2019,11,39,Porte-Saint-Martin,1,Apres 1990,meublé,26.4,31.7,18.5,PARIS,7511039
2019,5,38,Porte-Saint-Denis,2,Apres 1990,meublé,27.7,33.2,19.4,PARIS,7511038
2024,2,4,Place-Vendôme,2,1946-1970,non meublé,27.6,33.1,19.3,PARIS,7510104
2025,1,23,Notre-Dame-des-Champs,1,1946-1970,non meublé,35.0,42.0,24.5,PARIS,7510623
2020,5,2,Halles,1,1971-1990,non meublé,26.8,32.16,18.76,PARIS,7510102
2021,2,31,Madeleine,1,1946-1970,meublé,35.4,42.48,24.78,PARIS,7510831
2020,6,58,Necker,3,Apres 1990,non meublé,24.4,29.28,17.08,PARIS,7511558
2022,12,56,Plaisance,3,Avant 1946,non meublé,22.8,27.36,15.96,PARIS,7511456
2025,10,55,Petit-Montrouge,2,1971-1990,non meublé,24.8,29.8,17.4,PARIS,7511455
2023,2,34,Chaussée-d'Antin,1,Avant 1946,non meublé,33.6,40.3,23.5,PARIS,7510934
2024,2,4,Place-Vendôme,4,1946-1970,non meublé,23.9,28.7,16.7,PARIS,7510104
2025,2,3,Palais-Royal,2,Avant 1946,non meublé,30.7,36.8,21.5,PARIS,7510103
2025,11,54,Parc-de-Montsouris,2,Avant 1946,meublé,30.0,36.0,21.0,PARIS,7511454
2024,14,47,Bercy,4,Apres 1990,non meublé,21.3,25.6,14.9,PARIS,7511247
2021,4,20,Sorbonne,4,Avant 1946,non meublé,25.5,30.6,17.85,PARIS,7510520
2025,2,31,Madeleine,4,1946-1970,non meublé,24.6,29.5,17.2,PARIS,7510831
2020,7,59,Grenelle,4,Avant 1946,meublé,25.5,30.6,17.85,PARIS,7511559
2025,4,19,Val-de-Grace,2,1971-1990,meublé,28.0,33.6,19.6,PARIS,7510519
2022,1,26,Invalides,3,Avant 1946,meublé,30.6,36.72,21.42,PARIS,7510726
2020,7,60,Javel 15Art,2,Avant 1946,non meublé,24.1,28.92,16.87,PARIS,7511560
2023,3,32,Europe,3,1946-1970,non meublé,26.8,32.2,18.8,PARIS,7510832
2024,2,24,Saint-Germain-des-Prés,4,Apres 1990,meublé,30.6,36.7,21.4,PARIS,7510624
2023,11,77,Belleville,1,1971-1990,meublé,30.1,36.1,21.1,PARIS,7512077
2020,2,31,Madeleine,1,1946-1970,meublé,36.0,43.2,25.2,PARIS,7510831
2019,2,31,Madeleine,4,1946-1970,meublé,25.2,30.2,17.6,PARIS,7510831
2025,13,80,Charonne,4,Avant 1946,meublé,23.9,28.7,16.7,PARIS,7512080
2025,2,34,Chaussée-d'Antin,1,1971-1990,non meublé,31.7,38.0,22.2,PARIS,7510934
2025,11,48,Quinze-Vingts,2,Apres 1990,meublé,26.7,32.0,18.7,PARIS,7511248
2024,2,24,Saint-Germain-des-Prés,4,Avant 1946,non meublé,26.4,31.7,18.5,PARIS,7510624
2021,3,62,Muette,3,1971-1990,meublé,28.5,34.2,19.95,PARIS,7511662
2024,5,36,Rochechouart,1,Apres 1990,meublé,32.8,39.4,23.0,PARIS,7510936
2021,1,26,Invalides,2,Avant 1946,meublé,32.3,38.76,22.61,PARIS,7510726
2023,2,21,Monnaie,1,Avant 1946,non meublé,33.6,40.3,23.5,PARIS,7510621
2021,11,77,Belleville,4,Apres 1990,non meublé,19.7,23.64,13.79,PARIS,7512077
2019,5,35,Faubourg-Montmartre,4,Avant 1946,non meublé,19.8,23.8,13.9,PARIS,7510935
2023,4,6,Vivienne,4,1946-1970,non meublé,23.7,28.4,16.6,PARIS,7510206
2019,7,61,Auteuil,2,Apres 1990,meublé,28.1,33.7,19.7,PARIS,7511661
2019,2,4,Place-Vendôme,2,Avant 1946,meublé,31.5,37.8,22.1,PARIS,7510104
2021,11,41,Folie-Méricourt,3,1971-1990,meublé,22.3,26.76,15.61,PARIS,7511141
2023,5,52,Croulebarbe,3,Avant 1946,meublé,26.4,31.7,18.5,PARIS,7511352
2024,6,58,Necker,2,1971-1990,meublé,31.2,37.4,21.8,PARIS,7511558
2025,13,75,Amérique,2,Apres 1990,meublé,25.4,30.5,17.8,PARIS,7511975
2024,13,50,Gare,2,1946-1970,non meublé,20.3,24.4,14.2,PARIS,7511350
2021,3,32,Europe,2,1971-1990,non meublé,27.3,32.76,19.11,PARIS,7510832
2023,11,71,Goutte-d'Or,1,Avant 1946,meublé,32.9,39.5,23.0,PARIS,7511871
2024,3,32,Europe,3,Avant 1946,meublé,29.0,34.8,20.3,PARIS,7510832
2020,2,5,Gaillon,3,1946-1970,non meublé,21.7,26.04,15.19,PARIS,7510205
2025,13,80,Charonne,3,1946-1970,non meublé,18.5,22.2,13.0,PARIS,7512080
2024,13,80,Charonne,3,1971-1990,meublé,20.3,24.4,14.2,PARIS,7512080
2024,1,28,Gros-Caillou,1,Avant 1946,non meublé,33.4,40.1,23.4,PARIS,7510728
2025,2,30,Faubourg-du-Roule,1,Apres 1990,non meublé,31.6,37.9,22.1,PARIS,7510830
2019,5,53,Montparnasse,3,1971-1990,meublé,24.1,28.9,16.9,PARIS,7511453
2020,3,62,Muette,4,Apres 1990,non meublé,25.3,30.36,17.71,PARIS,7511662
2024,9,70,Clignancourt,2,1971-1990,meublé,27.7,33.2,19.4,PARIS,7511870
2021,11,77,Belleville,1,1946-1970,meublé,27.7,33.24,19.39,PARIS,7512077
2020,9,46,Picpus,1,1971-1990,meublé,27.3,32.76,19.11,PARIS,7511246
2019,3,64,Chaillot,4,1971-1990,non meublé,24.4,29.3,17.1,PARIS,7511664
2019,14,76,Combat,2,Avant 1946,non meublé,22.3,26.8,15.6,PARIS,7511976
2022,13,73,Villette,4,1971-1990,non meublé,14.5,17.4,10.15,PARIS,7511973
2020,11,71,Goutte-d'Or,4,Avant 1946,meublé,24.2,29.04,16.94,PARIS,7511871
2024,5,2,Halles,2,1971-1990,meublé,27.9,33.5,19.5,PARIS,7510102
2022,2,1,St-Germain-l'Auxerrois,1,Apres 1990,non meublé,31.9,38.28,22.33,PARIS,7510101
2022,9,70,Clignancourt,3,1971-1990,non meublé,22.0,26.4,15.4,PARIS,7511870
2020,4,14,Saint-Gervais,2,Apres 1990,non meublé,25.4,30.48,17.78,PARIS,7510414
2022,9,46,Picpus,2,1971-1990,meublé,25.7,30.84,17.99,PARIS,7511246
